"linkage_method","cluster_id","candidate_key","tree_sources","hotspot_class","significant_1d","significant_3d","significant_any","best_1d_for_size","best_3d_for_size","n_subjects","n_events","n_residues","residues","residue_min","residue_max","diameter_1d","diameter_3d","p_1d_joint","p_3d_joint","p_any_joint","p_1d_size","p_3d_size","methods_detected_count","methods_detected","methods_significant_any_count","methods_significant_any","stability_category"
"single","cluster_0005","135;136;175;239;244;245;248;273;277;282","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,FALSE,TRUE,15,18,10,"135;136;175;239;244;245;248;273;277;282",135,282,147,24.3327664888315,0.640718562874252,0.0259481037924152,0.0259481037924152,0.0758483033932136,0.00199600798403194,1,"single",1,"single","Method-specific (1 method)"
"single","cluster_0006","135;136;175;239;244;245;248;273;277","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,TRUE,TRUE,12,15,9,"135;136;175;239;244;245;248;273;277",135,277,142,21.3947833361313,0.996007984031936,0.0259481037924152,0.0259481037924152,0.307385229540918,0.00199600798403194,1,"single",1,"single","Method-specific (1 method)"
"single","cluster_0007","244;245;248","1D","Linear hotspot without independent 3D enrichment",TRUE,FALSE,TRUE,TRUE,TRUE,6,7,3,"244;245;248",244,248,4,10.1224179917646,0.0259481037924152,0.0578842315369262,0.0259481037924152,0.00199600798403194,0.00798403193612774,4,"complete;average;single;ward.D2",4,"complete;average;single;ward.D2","Consensus (all 4 methods)"
"single","cluster_0008","239;244;245;248;273;277;282;306;327","1D","Linear hotspot without independent 3D enrichment",TRUE,FALSE,TRUE,TRUE,FALSE,15,16,9,"239;244;245;248;273;277;282;306;327",239,327,88,64.744755053981,0.0259481037924152,1,0.0259481037924152,0.00199600798403194,0.383233532934132,4,"complete;average;single;ward.D2",4,"complete;average;single;ward.D2","Consensus (all 4 methods)"
"single","cluster_0009","91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282;327","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,TRUE,TRUE,21,27,18,"91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282;327",91,327,236,45.207812433251,0.261477045908184,0.0419161676646707,0.0419161676646707,0.0259481037924152,0.00399201596806387,2,"average;single",2,"average;single","Supported (2-3 methods)"
"single","cluster_0010","72;91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282;306;327","1D;3D","Linear hotspot without independent 3D enrichment",TRUE,FALSE,TRUE,TRUE,TRUE,23,30,20,"72;91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282;306;327",72,327,255,118.969142553857,0.0419161676646707,1,0.0419161676646707,0.00399201596806387,0.784431137724551,4,"complete;average;single;ward.D2",4,"complete;average;single;ward.D2","Consensus (all 4 methods)"
"single","cluster_0011","91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,20,26,17,"91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282",91,282,191,42.6209890664213,0.0778443113772455,0.0578842315369262,0.0578842315369262,0.00998003992015968,0.00798403193612774,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","cluster_0012","273;277;282","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,6,6,3,"273;277;282",273,282,9,10.2477570716718,0.131736526946108,0.0578842315369262,0.0578842315369262,0.0139720558882236,0.00798403193612774,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","cluster_0013","175;244;245","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,5,5,3,"175;244;245",175,245,70,7.8782067756565,1,0.0578842315369262,0.0578842315369262,0.94810379241517,0.00798403193612774,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","cluster_0014","135;136;239;273;277","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,6,6,5,"135;136;239;273;277",135,277,142,11.2491833036892,1,0.0778443113772455,0.0778443113772455,0.890219560878243,0.00998003992015968,1,"single",0,"","Method-specific (1 method)"
"single","cluster_0015","135;136;175;239;244;245;273;277","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,9,11,8,"135;136;175;239;244;245;273;277",135,277,142,21.3947833361313,1,0.131736526946108,0.131736526946108,0.568862275449102,0.0139720558882236,1,"single",0,"","Method-specific (1 method)"
"single","cluster_0016","135;136;273;277","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,5,5,4,"135;136;273;277",135,277,142,10.2477570716718,1,0.217564870259481,0.217564870259481,0.964071856287425,0.0219560878243513,1,"single",0,"","Method-specific (1 method)"
"single","cluster_0017","91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282;306;327","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,FALSE,21,28,19,"91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282;306;327",91,327,236,75.7545826072588,0.261477045908184,0.81437125748503,0.261477045908184,0.0259481037924152,0.111776447105788,2,"average;single",0,"","Supported (2-3 methods)"
"single","cluster_0018","282","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,3,3,1,"282",282,282,0,0,0.441117764471058,0.441117764471058,0.441117764471058,0.0479041916167665,0.0479041916167665,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","cluster_0019","135;136;273","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,4,4,3,"135;136;273",135,273,138,8.46101849661139,1,0.768463073852295,0.768463073852295,0.998003992015968,0.101796407185629,2,"average;single",0,"","Supported (2-3 methods)"
"single","cluster_0020","171;175","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,4,4,2,"171;175",171,175,4,12.5950240968408,0.776447105788423,1,0.776447105788423,0.103792415169661,0.43313373253493,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","cluster_0021","244;245","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,3,3,2,"244;245",244,245,1,3.87020232029283,0.940119760479042,0.926147704590818,0.926147704590818,0.187624750499002,0.173652694610778,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","cluster_0022","273;277;282;306;327","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,8,8,5,"273;277;282;306;327",273,327,54,54.5764809418856,0.986027944111776,1,0.986027944111776,0.261477045908184,0.666666666666667,2,"single;ward.D2",0,"","Supported (2-3 methods)"
"single","cluster_0023","135;136;149;159;171;175","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,7,8,6,"135;136;149;159;171;175",135,175,40,36.2203450149222,0.996007984031936,1,0.996007984031936,0.295409181636727,0.656686626746507,1,"single",0,"","Method-specific (1 method)"
"single","cluster_0024","149;159;171;175","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,6,6,4,"149;159;171;175",149,175,26,36.2203450149222,0.996007984031936,1,0.996007984031936,0.303393213572854,0.770459081836327,1,"single",0,"","Method-specific (1 method)"
"single","cluster_0025","72;91;105;135;136;149;159;171;175;197;205","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,11,14,11,"72;91;105;135;136;149;159;171;175;197;205",72,205,133,68.4879897646295,0.998003992015968,1,0.998003992015968,0.343313373253493,0.570858283433134,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","cluster_0026","171","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"171",171,171,0,0,1,1,1,0.654690618762475,0.654690618762475,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","cluster_0027","175","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"175",175,175,0,0,1,1,1,0.654690618762475,0.654690618762475,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","cluster_0028","245","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"245",245,245,0,0,1,1,1,0.654690618762475,0.654690618762475,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","cluster_0029","273","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"273",273,273,0,0,1,1,1,0.654690618762475,0.654690618762475,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","cluster_0030","72","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"72",72,72,0,0,1,1,1,0.654690618762475,0.654690618762475,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","cluster_0031","135;136","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"135;136",135,136,1,3.8053733062605,1,1,1,0.960079840319361,0.74251497005988,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","cluster_0032","159;197","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"159;197",159,197,38,9.24901751539049,1,1,1,1,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","cluster_0033","197;205","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"197;205",197,205,8,9.45055987759455,1,1,1,1,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","cluster_0034","159;197;205","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,3,3,"159;197;205",159,205,46,9.86024436816857,1,1,1,1,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","cluster_0035","91;171","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,3,3,2,"91;171",91,171,80,10.1833527386613,1,1,1,1,0.850299401197605,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","cluster_0036","273;277","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,3,3,2,"273;277",273,277,4,10.2477570716718,1,1,1,0.674650698602794,0.850299401197605,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","cluster_0037","105;149","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"105;149",105,149,44,10.7890887474337,1,1,1,1,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","cluster_0038","149;159","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"149;159",149,159,10,20.9678090653268,1,1,1,1,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","cluster_0039","91;105","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"91;105",91,105,14,33.8197680063007,1,1,1,1,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","cluster_0040","135;136;149;159;171;175;197;205","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,7,10,8,"135;136;149;159;171;175;197;205",135,205,70,36.2203450149222,1,1,1,0.684630738522954,0.656686626746507,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","cluster_0041","306;327","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"306;327",306,327,21,37.8933452336951,1,1,1,1,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"single","cluster_0042","72;91;105","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,4,4,3,"72;91;105",72,105,33,68.0810175452747,1,1,1,0.986027944111776,0.998003992015968,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0001","248","1D;3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,TRUE,TRUE,4,4,1,"248",248,248,0,0,0.0219560878243513,0.0219560878243513,0.0219560878243513,0.00199600798403194,0.00199600798403194,4,"complete;average;single;ward.D2",4,"complete;average;single;ward.D2","Consensus (all 4 methods)"
"ward.D2","cluster_0002","239;244;245;248","1D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,TRUE,FALSE,7,8,4,"239;244;245;248",239,248,9,11.0329225049395,0.0219560878243513,0.0219560878243513,0.0219560878243513,0.00199600798403194,0.00199600798403194,4,"complete;average;single;ward.D2",4,"complete;average;single;ward.D2","Consensus (all 4 methods)"
"ward.D2","cluster_0003","72;91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282","3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,TRUE,TRUE,22,28,18,"72;91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282",72,282,210,73.4290371310968,0.0219560878243513,0.0219560878243513,0.0219560878243513,0.00199600798403194,0.00199600798403194,2,"complete;ward.D2",2,"complete;ward.D2","Supported (2-3 methods)"
"ward.D2","cluster_0004","91;135;136;171;175;239;244;245;248;273;277;282","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,TRUE,TRUE,18,21,12,"91;135;136;171;175;239;244;245;248;273;277;282",91,282,191,33.9021016752649,0.29940119760479,0.0219560878243513,0.0219560878243513,0.0279441117764471,0.00199600798403194,3,"average;single;ward.D2",3,"average;single;ward.D2","Supported (2-3 methods)"
"ward.D2","cluster_0005","239;248;273","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,FALSE,TRUE,7,7,3,"239;248;273",239,273,34,9.10653507103553,0.894211576846307,0.0219560878243513,0.0219560878243513,0.147704590818363,0.00199600798403194,2,"complete;ward.D2",2,"complete;ward.D2","Supported (2-3 methods)"
"ward.D2","cluster_0006","135;136;239;248;273;277;282","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,TRUE,TRUE,12,13,7,"135;136;239;248;273;277;282",135,282,147,15.3793277811483,0.980039920159681,0.0219560878243513,0.0219560878243513,0.233532934131737,0.00199600798403194,2,"complete;ward.D2",2,"complete;ward.D2","Supported (2-3 methods)"
"ward.D2","cluster_0007","91;171;175;244;245","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,FALSE,TRUE,8,8,5,"91;171;175;244;245",91,245,154,13.9722246260214,1,0.0219560878243513,0.0219560878243513,0.718562874251497,0.00199600798403194,2,"complete;ward.D2",2,"complete;ward.D2","Supported (2-3 methods)"
"ward.D2","cluster_0008","244;245;248","1D","Linear hotspot without independent 3D enrichment",TRUE,FALSE,TRUE,TRUE,TRUE,6,7,3,"244;245;248",244,248,4,10.1224179917646,0.0219560878243513,0.0898203592814371,0.0219560878243513,0.00199600798403194,0.00798403193612774,4,"complete;average;single;ward.D2",4,"complete;average;single;ward.D2","Consensus (all 4 methods)"
"ward.D2","cluster_0009","239;244;245;248;273;277;282;306;327","1D","Linear hotspot without independent 3D enrichment",TRUE,FALSE,TRUE,TRUE,TRUE,15,16,9,"239;244;245;248;273;277;282;306;327",239,327,88,64.744755053981,0.0219560878243513,0.932135728542914,0.0219560878243513,0.00199600798403194,0.173652694610778,4,"complete;average;single;ward.D2",4,"complete;average;single;ward.D2","Consensus (all 4 methods)"
"ward.D2","cluster_0010","72;91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282;306;327","1D;3D","Linear hotspot without independent 3D enrichment",TRUE,FALSE,TRUE,TRUE,TRUE,23,30,20,"72;91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282;306;327",72,327,255,118.969142553857,0.0219560878243513,1,0.0219560878243513,0.00199600798403194,0.736526946107784,4,"complete;average;single;ward.D2",4,"complete;average;single;ward.D2","Consensus (all 4 methods)"
"ward.D2","cluster_0011","91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,20,26,17,"91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282",91,282,191,42.6209890664213,0.0698602794411178,0.0578842315369262,0.0578842315369262,0.00598802395209581,0.00399201596806387,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0012","273;277;282","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,6,6,3,"273;277;282",273,282,9,10.2477570716718,0.163672654690619,0.0898203592814371,0.0898203592814371,0.0139720558882236,0.00798403193612774,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0013","175;244;245","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,TRUE,5,5,3,"175;244;245",175,245,70,7.8782067756565,1,0.0898203592814371,0.0898203592814371,0.952095808383233,0.00798403193612774,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0014","135;136;277;282","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,6,6,4,"135;136;277;282",135,282,147,12.1192066572033,1,0.115768463073852,0.115768463073852,0.918163672654691,0.00998003992015968,2,"complete;ward.D2",0,"","Supported (2-3 methods)"
"ward.D2","cluster_0015","282","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,3,3,1,"282",282,282,0,0,0.473053892215569,0.473053892215569,0.473053892215569,0.0479041916167665,0.0479041916167665,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0016","171;175","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,4,4,2,"171;175",171,175,4,12.5950240968408,0.746506986027944,1,0.746506986027944,0.093812375249501,0.419161676646707,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0017","244;245","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,3,3,2,"244;245",244,245,1,3.87020232029283,0.950099800399202,0.932135728542914,0.932135728542914,0.187624750499002,0.173652694610778,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0018","273;277;282;306;327","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,FALSE,8,8,5,"273;277;282;306;327",273,327,54,54.5764809418856,0.968063872255489,1,0.968063872255489,0.211576846307385,0.652694610778443,2,"single;ward.D2",0,"","Supported (2-3 methods)"
"ward.D2","cluster_0019","72;91;105;135;136;149;159;171;175;197;205","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,11,14,11,"72;91;105;135;136;149;159;171;175;197;205",72,205,133,68.4879897646295,0.976047904191617,1,0.976047904191617,0.229540918163673,0.355289421157685,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0020","171","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"171",171,171,0,0,1,1,1,0.654690618762475,0.654690618762475,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0021","175","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"175",175,175,0,0,1,1,1,0.654690618762475,0.654690618762475,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0022","245","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"245",245,245,0,0,1,1,1,0.654690618762475,0.654690618762475,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0023","273","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"273",273,273,0,0,1,1,1,0.654690618762475,0.654690618762475,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0024","72","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"72",72,72,0,0,1,1,1,0.654690618762475,0.654690618762475,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0025","135;136","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"135;136",135,136,1,3.8053733062605,1,1,1,0.960079840319361,0.74251497005988,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0026","239;273","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,3,3,2,"239;273",239,273,34,7.77772203154626,1,1,1,1,0.564870259481038,2,"complete;ward.D2",0,"","Supported (2-3 methods)"
"ward.D2","cluster_0027","135;136;277","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,3,3,3,"135;136;277",135,277,142,7.84430564167409,1,1,1,1,0.564870259481038,2,"complete;ward.D2",0,"","Supported (2-3 methods)"
"ward.D2","cluster_0028","159;197","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"159;197",159,197,38,9.24901751539049,1,1,1,1,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0029","197;205","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"197;205",197,205,8,9.45055987759455,1,1,1,1,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0030","159;197;205","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,3,3,"159;197;205",159,205,46,9.86024436816857,1,1,1,1,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0031","91;171","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,3,3,2,"91;171",91,171,80,10.1833527386613,1,1,1,1,0.836327345309381,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0032","273;277","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,3,3,2,"273;277",273,277,4,10.2477570716718,1,1,1,0.672654690618762,0.838323353293413,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0033","105;149","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"105;149",105,149,44,10.7890887474337,1,1,1,1,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0034","149;159","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"149;159",149,159,10,20.9678090653268,1,1,1,1,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0035","171;175;197;205","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,FALSE,5,6,4,"171;175;197;205",171,205,34,22.5337260789245,1,1,1,0.784431137724551,0.636726546906188,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"ward.D2","cluster_0036","105;149;159;197;205","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,4,5,5,"105;149;159;197;205",105,205,100,27.0712792826641,1,1,1,0.998003992015968,0.984031936127745,1,"ward.D2",0,"","Method-specific (1 method)"
"ward.D2","cluster_0037","135;136;149;159","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,3,4,4,"135;136;149;159",135,159,24,33.5454334895228,1,1,1,1,1,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"ward.D2","cluster_0038","91;105","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"91;105",91,105,14,33.8197680063007,1,1,1,1,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0039","135;136;149;159;171;175;197;205","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,7,10,8,"135;136;149;159;171;175;197;205",135,205,70,36.2203450149222,1,1,1,0.634730538922156,0.546906187624751,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0040","306;327","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"306;327",306,327,21,37.8933452336951,1,1,1,1,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","cluster_0041","72;91;105","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,4,4,3,"72;91;105",72,105,33,68.0810175452747,1,1,1,0.974051896207585,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
