"protein","n_sim","plddt_threshold","has_plddt","lesion_file","coordinate_file","label","random_seed","min_subjects","min_events","calibration_fraction","alpha","profile","status","results_dir"
"SUZ12",400,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials400_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials400_plddt0"
"SUZ12",500,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials500_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials500_plddt0"
"SUZ12",600,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials600_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials600_plddt0"
"SUZ12",700,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials700_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials700_plddt0"
"SUZ12",800,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials800_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials800_plddt0"
"SUZ12",900,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials900_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials900_plddt0"
"SUZ12",1000,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials1000_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials1000_plddt0"
"SUZ12",100,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials100_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials100_plddt70"
"SUZ12",200,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials200_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials200_plddt70"
"SUZ12",300,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials300_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials300_plddt70"
"SUZ12",400,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials400_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials400_plddt70"
"SUZ12",500,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials500_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials500_plddt70"
"SUZ12",600,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials600_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials600_plddt70"
"SUZ12",700,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials700_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials700_plddt70"
"SUZ12",800,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials800_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials800_plddt70"
"SUZ12",900,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials900_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials900_plddt70"
"SUZ12",1000,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials1000_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials1000_plddt70"
"SUZ12",100,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials100_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials100_plddt90"
"SUZ12",200,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials200_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials200_plddt90"
"SUZ12",300,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials300_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials300_plddt90"
"SUZ12",400,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials400_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials400_plddt90"
"SUZ12",500,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials500_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials500_plddt90"
"SUZ12",600,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials600_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials600_plddt90"
"SUZ12",700,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials700_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials700_plddt90"
"SUZ12",800,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials800_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials800_plddt90"
"SUZ12",900,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials900_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials900_plddt90"
"SUZ12",1000,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/SUZ12_mutations/input_files/suz12_coordinates.csv","SUZ12_trials1000_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/SUZ12_trials1000_plddt90"
"EZH2",100,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials100_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials100_plddt0"
"EZH2",200,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials200_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials200_plddt0"
"EZH2",300,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials300_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials300_plddt0"
"EZH2",400,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials400_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials400_plddt0"
"EZH2",500,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials500_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials500_plddt0"
"EZH2",600,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials600_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials600_plddt0"
"EZH2",700,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials700_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials700_plddt0"
"EZH2",800,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials800_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials800_plddt0"
"EZH2",900,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials900_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials900_plddt0"
"EZH2",1000,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials1000_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials1000_plddt0"
"EZH2",100,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials100_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials100_plddt70"
"EZH2",200,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials200_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials200_plddt70"
"EZH2",300,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials300_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials300_plddt70"
"EZH2",400,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials400_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials400_plddt70"
"EZH2",500,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials500_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials500_plddt70"
"EZH2",600,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials600_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials600_plddt70"
"EZH2",700,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials700_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials700_plddt70"
"EZH2",800,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials800_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials800_plddt70"
"EZH2",900,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials900_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials900_plddt70"
"EZH2",1000,70,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials1000_plddt70",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials1000_plddt70"
"EZH2",100,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials100_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials100_plddt90"
"EZH2",200,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials200_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials200_plddt90"
"EZH2",300,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials300_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials300_plddt90"
"EZH2",400,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials400_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials400_plddt90"
"EZH2",500,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials500_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials500_plddt90"
"EZH2",600,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials600_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials600_plddt90"
"EZH2",700,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials700_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials700_plddt90"
"EZH2",800,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials800_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials800_plddt90"
"EZH2",900,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials900_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials900_plddt90"
"EZH2",1000,90,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/EZH2_mutations/input_files/ezh2_coordinates.csv","EZH2_trials1000_plddt90",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/EZH2_trials1000_plddt90"
"LEF1",100,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials100_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials100_plddt0"
"LEF1",200,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials200_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials200_plddt0"
"LEF1",300,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials300_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials300_plddt0"
"LEF1",400,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials400_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials400_plddt0"
"LEF1",500,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials500_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials500_plddt0"
"LEF1",600,0,TRUE,"/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_start_end.csv","/Users/sharmapk/Desktop/KIDS26-Team13/examples/LEF1_mutations/input_files/lef1_coordinates.csv","LEF1_trials600_plddt0",20260916,2,2,0.5,0.05,"dense","available","/Users/sharmapk/Desktop/KIDS26-Team13/analysis/mutation_plddt_trials/results/runs/LEF1_trials600_plddt0"
