"protein","uniprot_accession","cluster_id","residue","feature_id","annotation_source","source_record_id","annotation_class","feature_category","feature_subcategory","classification_rule","feature_type","feature_name","relationship","evidence_codes","evidence_ids","source_url"
"TP53","P04637","cluster_0008",136,"InterPro:IPR011615:1:0fa6c804","InterPro","IPR011615","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","domain","p53, DNA-binding domain","interval_overlap","database_signature_match","IPR011615","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR011615/"
"TP53","P04637","cluster_0008",149,"InterPro:IPR011615:1:0fa6c804","InterPro","IPR011615","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","domain","p53, DNA-binding domain","interval_overlap","database_signature_match","IPR011615","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR011615/"
"TP53","P04637","cluster_0008",159,"InterPro:IPR011615:1:0fa6c804","InterPro","IPR011615","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","domain","p53, DNA-binding domain","interval_overlap","database_signature_match","IPR011615","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR011615/"
"TP53","P04637","cluster_0008",171,"InterPro:IPR011615:1:0fa6c804","InterPro","IPR011615","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","domain","p53, DNA-binding domain","interval_overlap","database_signature_match","IPR011615","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR011615/"
"TP53","P04637","cluster_0008",175,"InterPro:IPR011615:1:0fa6c804","InterPro","IPR011615","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","domain","p53, DNA-binding domain","interval_overlap","database_signature_match","IPR011615","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR011615/"
"TP53","P04637","cluster_0008",197,"InterPro:IPR011615:1:0fa6c804","InterPro","IPR011615","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","domain","p53, DNA-binding domain","interval_overlap","database_signature_match","IPR011615","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR011615/"
"TP53","P04637","cluster_0008",205,"InterPro:IPR011615:1:0fa6c804","InterPro","IPR011615","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","domain","p53, DNA-binding domain","interval_overlap","database_signature_match","IPR011615","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR011615/"
"TP53","P04637","cluster_0008",239,"InterPro:IPR011615:1:0fa6c804","InterPro","IPR011615","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","domain","p53, DNA-binding domain","interval_overlap","database_signature_match","IPR011615","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR011615/"
"TP53","P04637","cluster_0008",244,"InterPro:IPR011615:1:0fa6c804","InterPro","IPR011615","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","domain","p53, DNA-binding domain","interval_overlap","database_signature_match","IPR011615","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR011615/"
"TP53","P04637","cluster_0008",245,"InterPro:IPR011615:1:0fa6c804","InterPro","IPR011615","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","domain","p53, DNA-binding domain","interval_overlap","database_signature_match","IPR011615","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR011615/"
"TP53","P04637","cluster_0008",248,"InterPro:IPR011615:1:0fa6c804","InterPro","IPR011615","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","domain","p53, DNA-binding domain","interval_overlap","database_signature_match","IPR011615","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR011615/"
"TP53","P04637","cluster_0008",273,"InterPro:IPR011615:1:0fa6c804","InterPro","IPR011615","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","domain","p53, DNA-binding domain","interval_overlap","database_signature_match","IPR011615","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR011615/"
"TP53","P04637","cluster_0008",277,"InterPro:IPR011615:1:0fa6c804","InterPro","IPR011615","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","domain","p53, DNA-binding domain","interval_overlap","database_signature_match","IPR011615","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR011615/"
"TP53","P04637","cluster_0008",282,"InterPro:IPR011615:1:0fa6c804","InterPro","IPR011615","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","domain","p53, DNA-binding domain","interval_overlap","database_signature_match","IPR011615","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR011615/"
"TP53","P04637","cluster_0008",105,"PDBe-KB:interface:2853f444","PDBe-KB/SIFTS","P0AEX9","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with Maltose/maltodextrin-binding periplasmic protein","experimental_interface_contact","experimental_structure_contact","4XR8;8GCR","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637"
"TP53","P04637","cluster_0008",149,"PDBe-KB:interface:2853f444","PDBe-KB/SIFTS","P0AEX9","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with Maltose/maltodextrin-binding periplasmic protein","experimental_interface_contact","experimental_structure_contact","4XR8;8GCR","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637"
"TP53","P04637","cluster_0008",105,"PDBe-KB:interface:69e7084e","PDBe-KB/SIFTS","P03126","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with Protein E6","experimental_interface_contact","experimental_structure_contact","4XR8;8GCR;8R1F;8R1G;9CHT","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637"
"TP53","P04637","cluster_0008",105,"UniProtKB:P04637:5c652c3d","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Required for interaction with ZNF385A","interval_overlap","ECO:0000269","17719541","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",135,"UniProtKB:P04637:5c652c3d","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Required for interaction with ZNF385A","interval_overlap","ECO:0000269","17719541","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",136,"UniProtKB:P04637:5c652c3d","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Required for interaction with ZNF385A","interval_overlap","ECO:0000269","17719541","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",149,"UniProtKB:P04637:5c652c3d","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Required for interaction with ZNF385A","interval_overlap","ECO:0000269","17719541","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",159,"UniProtKB:P04637:5c652c3d","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Required for interaction with ZNF385A","interval_overlap","ECO:0000269","17719541","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",171,"UniProtKB:P04637:5c652c3d","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Required for interaction with ZNF385A","interval_overlap","ECO:0000269","17719541","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",175,"UniProtKB:P04637:5c652c3d","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Required for interaction with ZNF385A","interval_overlap","ECO:0000269","17719541","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",197,"UniProtKB:P04637:5c652c3d","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Required for interaction with ZNF385A","interval_overlap","ECO:0000269","17719541","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",205,"UniProtKB:P04637:5c652c3d","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Required for interaction with ZNF385A","interval_overlap","ECO:0000269","17719541","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",239,"UniProtKB:P04637:5c652c3d","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Required for interaction with ZNF385A","interval_overlap","ECO:0000269","17719541","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",244,"UniProtKB:P04637:5c652c3d","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Required for interaction with ZNF385A","interval_overlap","ECO:0000269","17719541","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",245,"UniProtKB:P04637:5c652c3d","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Required for interaction with ZNF385A","interval_overlap","ECO:0000269","17719541","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",248,"UniProtKB:P04637:5c652c3d","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Required for interaction with ZNF385A","interval_overlap","ECO:0000269","17719541","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",273,"UniProtKB:P04637:5c652c3d","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Required for interaction with ZNF385A","interval_overlap","ECO:0000269","17719541","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",277,"UniProtKB:P04637:5c652c3d","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Required for interaction with ZNF385A","interval_overlap","ECO:0000269","17719541","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",282,"UniProtKB:P04637:5c652c3d","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Required for interaction with ZNF385A","interval_overlap","ECO:0000269","17719541","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",105,"UniProtKB:P04637:02c5283a","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with HIPK1","interval_overlap","ECO:0000250","","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",135,"UniProtKB:P04637:02c5283a","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with HIPK1","interval_overlap","ECO:0000250","","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",136,"UniProtKB:P04637:02c5283a","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with HIPK1","interval_overlap","ECO:0000250","","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",149,"UniProtKB:P04637:02c5283a","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with HIPK1","interval_overlap","ECO:0000250","","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",159,"UniProtKB:P04637:02c5283a","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with HIPK1","interval_overlap","ECO:0000250","","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",171,"UniProtKB:P04637:02c5283a","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with HIPK1","interval_overlap","ECO:0000250","","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",175,"UniProtKB:P04637:02c5283a","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with HIPK1","interval_overlap","ECO:0000250","","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",197,"UniProtKB:P04637:02c5283a","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with HIPK1","interval_overlap","ECO:0000250","","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",205,"UniProtKB:P04637:02c5283a","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with HIPK1","interval_overlap","ECO:0000250","","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",239,"UniProtKB:P04637:02c5283a","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with HIPK1","interval_overlap","ECO:0000250","","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",244,"UniProtKB:P04637:02c5283a","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with HIPK1","interval_overlap","ECO:0000250","","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",245,"UniProtKB:P04637:02c5283a","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with HIPK1","interval_overlap","ECO:0000250","","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",248,"UniProtKB:P04637:02c5283a","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with HIPK1","interval_overlap","ECO:0000250","","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",273,"UniProtKB:P04637:02c5283a","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with HIPK1","interval_overlap","ECO:0000250","","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",277,"UniProtKB:P04637:02c5283a","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with HIPK1","interval_overlap","ECO:0000250","","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",282,"UniProtKB:P04637:02c5283a","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with HIPK1","interval_overlap","ECO:0000250","","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",306,"UniProtKB:P04637:02c5283a","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with HIPK1","interval_overlap","ECO:0000250","","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",327,"UniProtKB:P04637:02c5283a","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with HIPK1","interval_overlap","ECO:0000250","","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",239,"PDBe-KB:ligand:32038b01","PDBe-KB/SIFTS","EPE","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 4-(2-HYDROXYETHYL)-1-PIPERAZINE ETHANESULFONIC ACID (EPE)","experimental_ligand_contact","experimental_structure_contact","6GGB;6SI0;6SI1;8A92;8RBA;8RBB;8RBC;9G5H;9G6T;9G6U;9SUK;9SZZ","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637"
"TP53","P04637","cluster_0008",248,"PDBe-KB:ligand:32038b01","PDBe-KB/SIFTS","EPE","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 4-(2-HYDROXYETHYL)-1-PIPERAZINE ETHANESULFONIC ACID (EPE)","experimental_ligand_contact","experimental_structure_contact","6GGB;6SI0;6SI1;8A92;8RBA;8RBB;8RBC;9G5H;9G6T;9G6U;9SUK;9SZZ","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637"
"TP53","P04637","cluster_0008",273,"PDBe-KB:ligand:32038b01","PDBe-KB/SIFTS","EPE","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 4-(2-HYDROXYETHYL)-1-PIPERAZINE ETHANESULFONIC ACID (EPE)","experimental_ligand_contact","experimental_structure_contact","6GGB;6SI0;6SI1;8A92;8RBA;8RBB;8RBC;9G5H;9G6T;9G6U;9SUK;9SZZ","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637"
"TP53","P04637","cluster_0008",136,"PDBe-KB:ligand:728ede09","PDBe-KB/SIFTS","QN8","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with (2~{R})-2-methyl-1-azabicyclo[2.2.2]octan-3-one (QN8)","experimental_ligand_contact","experimental_structure_contact","6ZNC;7B46;7B47;7B49;7B4B;7B4C;7B4D;7B4E;7B4H;7B4N","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637"
"TP53","P04637","cluster_0008",239,"PDBe-KB:ligand:728ede09","PDBe-KB/SIFTS","QN8","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with (2~{R})-2-methyl-1-azabicyclo[2.2.2]octan-3-one (QN8)","experimental_ligand_contact","experimental_structure_contact","6ZNC;7B46;7B47;7B49;7B4B;7B4C;7B4D;7B4E;7B4H;7B4N","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637"
"TP53","P04637","cluster_0008",248,"PDBe-KB:ligand:728ede09","PDBe-KB/SIFTS","QN8","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with (2~{R})-2-methyl-1-azabicyclo[2.2.2]octan-3-one (QN8)","experimental_ligand_contact","experimental_structure_contact","6ZNC;7B46;7B47;7B49;7B4B;7B4C;7B4D;7B4E;7B4H;7B4N","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637"
"TP53","P04637","cluster_0008",273,"PDBe-KB:ligand:728ede09","PDBe-KB/SIFTS","QN8","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with (2~{R})-2-methyl-1-azabicyclo[2.2.2]octan-3-one (QN8)","experimental_ligand_contact","experimental_structure_contact","6ZNC;7B46;7B47;7B49;7B4B;7B4C;7B4D;7B4E;7B4H;7B4N","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637"
"TP53","P04637","cluster_0008",277,"PDBe-KB:ligand:728ede09","PDBe-KB/SIFTS","QN8","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with (2~{R})-2-methyl-1-azabicyclo[2.2.2]octan-3-one (QN8)","experimental_ligand_contact","experimental_structure_contact","6ZNC;7B46;7B47;7B49;7B4B;7B4C;7B4D;7B4E;7B4H;7B4N","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637"
"TP53","P04637","cluster_0008",239,"PDBe-KB:interface:61e6d7c2","PDBe-KB/SIFTS","DNA","interaction","interaction_interface","nucleic_acid_interface","pdbe_kb_sifts_v1:nucleic_acid_interface","experimental interface","Interface with DNA","experimental_interface_contact","experimental_structure_contact","1TSR;1TUP;2AC0;2ADY;2AHI;2ATA;3D0A;3IGK;3IGL;3KMD;3KZ8;3Q05;3Q06;3TS8;4HJE;4IBU;4IBV;4IBW;4MZR;5BUA;5LGY;5MCT;5MCU;5MCV;5MCW;5MF7;5MG7;6FJ5;6ZNC;7B46;7B49;7B4A;7B4D;7B4E;7B4F;7B4G;7B4H;7B4N;7EDS;7EEU;7XZX;7XZZ;9R04;9R2M;9R2P;9R2Q","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637"
"TP53","P04637","cluster_0008",248,"PDBe-KB:interface:61e6d7c2","PDBe-KB/SIFTS","DNA","interaction","interaction_interface","nucleic_acid_interface","pdbe_kb_sifts_v1:nucleic_acid_interface","experimental interface","Interface with DNA","experimental_interface_contact","experimental_structure_contact","1TSR;1TUP;2AC0;2ADY;2AHI;2ATA;3D0A;3IGK;3IGL;3KMD;3KZ8;3Q05;3Q06;3TS8;4HJE;4IBU;4IBV;4IBW;4MZR;5BUA;5LGY;5MCT;5MCU;5MCV;5MCW;5MF7;5MG7;6FJ5;6ZNC;7B46;7B49;7B4A;7B4D;7B4E;7B4F;7B4G;7B4H;7B4N;7EDS;7EEU;7XZX;7XZZ;9R04;9R2M;9R2P;9R2Q","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637"
"TP53","P04637","cluster_0008",273,"PDBe-KB:interface:61e6d7c2","PDBe-KB/SIFTS","DNA","interaction","interaction_interface","nucleic_acid_interface","pdbe_kb_sifts_v1:nucleic_acid_interface","experimental interface","Interface with DNA","experimental_interface_contact","experimental_structure_contact","1TSR;1TUP;2AC0;2ADY;2AHI;2ATA;3D0A;3IGK;3IGL;3KMD;3KZ8;3Q05;3Q06;3TS8;4HJE;4IBU;4IBV;4IBW;4MZR;5BUA;5LGY;5MCT;5MCU;5MCV;5MCW;5MF7;5MG7;6FJ5;6ZNC;7B46;7B49;7B4A;7B4D;7B4E;7B4F;7B4G;7B4H;7B4N;7EDS;7EEU;7XZX;7XZZ;9R04;9R2M;9R2P;9R2Q","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637"
"TP53","P04637","cluster_0008",277,"PDBe-KB:interface:61e6d7c2","PDBe-KB/SIFTS","DNA","interaction","interaction_interface","nucleic_acid_interface","pdbe_kb_sifts_v1:nucleic_acid_interface","experimental interface","Interface with DNA","experimental_interface_contact","experimental_structure_contact","1TSR;1TUP;2AC0;2ADY;2AHI;2ATA;3D0A;3IGK;3IGL;3KMD;3KZ8;3Q05;3Q06;3TS8;4HJE;4IBU;4IBV;4IBW;4MZR;5BUA;5LGY;5MCT;5MCU;5MCV;5MCW;5MF7;5MG7;6FJ5;6ZNC;7B46;7B49;7B4A;7B4D;7B4E;7B4F;7B4G;7B4H;7B4N;7EDS;7EEU;7XZX;7XZZ;9R04;9R2M;9R2P;9R2Q","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637"
"TP53","P04637","cluster_0008",105,"PDBe-KB:interface:1b2187e9","PDBe-KB/SIFTS","Q12306","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with Small ubiquitin-related modifier","experimental_interface_contact","experimental_structure_contact","8R1F;8R1G","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637"
"TP53","P04637","cluster_0008",105,"PDBe-KB:interface:60109ac5","PDBe-KB/SIFTS","Other","interaction","interaction_interface","macromolecular_interface","pdbe_kb_sifts_v1:macromolecular_interface","experimental interface","Interface with Other","experimental_interface_contact","experimental_structure_contact","8RCI;9FZB;9SPM;9SPN;9SPO;9SPP;9SPQ;9SPR;9SPS","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637"
"TP53","P04637","cluster_0008",282,"PDBe-KB:interface:60109ac5","PDBe-KB/SIFTS","Other","interaction","interaction_interface","macromolecular_interface","pdbe_kb_sifts_v1:macromolecular_interface","experimental interface","Interface with Other","experimental_interface_contact","experimental_structure_contact","8RCI;9FZB;9SPM;9SPN;9SPO;9SPP;9SPQ;9SPR;9SPS","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637"
"TP53","P04637","cluster_0008",105,"UniProtKB:P04637:3e8a8936","UniProtKB","P04637","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","DNA binding","DNA binding","interval_overlap","ECO:0000269","16793544;18996393;20364130","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",135,"UniProtKB:P04637:3e8a8936","UniProtKB","P04637","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","DNA binding","DNA binding","interval_overlap","ECO:0000269","16793544;18996393;20364130","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",136,"UniProtKB:P04637:3e8a8936","UniProtKB","P04637","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","DNA binding","DNA binding","interval_overlap","ECO:0000269","16793544;18996393;20364130","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",149,"UniProtKB:P04637:3e8a8936","UniProtKB","P04637","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","DNA binding","DNA binding","interval_overlap","ECO:0000269","16793544;18996393;20364130","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",159,"UniProtKB:P04637:3e8a8936","UniProtKB","P04637","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","DNA binding","DNA binding","interval_overlap","ECO:0000269","16793544;18996393;20364130","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",171,"UniProtKB:P04637:3e8a8936","UniProtKB","P04637","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","DNA binding","DNA binding","interval_overlap","ECO:0000269","16793544;18996393;20364130","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",175,"UniProtKB:P04637:3e8a8936","UniProtKB","P04637","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","DNA binding","DNA binding","interval_overlap","ECO:0000269","16793544;18996393;20364130","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",197,"UniProtKB:P04637:3e8a8936","UniProtKB","P04637","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","DNA binding","DNA binding","interval_overlap","ECO:0000269","16793544;18996393;20364130","https://www.uniprot.org/uniprotkb/P04637/entry"
"TP53","P04637","cluster_0008",205,"UniProtKB:P04637:3e8a8936","UniProtKB","P04637","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","DNA binding","DNA binding","interval_overlap","ECO:0000269","16793544;18996393;20364130","https://www.uniprot.org/uniprotkb/P04637/entry"
