"feature_id","protein","uniprot_accession","source","source_record_id","annotation_class","feature_category","feature_subcategory","classification_rule","feature_type","feature_name","description","start","end","feature_segments","start_modifier","end_modifier","evidence_codes","evidence_sources","evidence_ids","cross_references","go_terms","source_url","source_record_version","source_annotation_date","retrieved_at_utc"
"PDBe-KB:interface:76add460","TP53","P04637","PDBe-KB/SIFTS","P09429","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with High mobility group protein B1","UniProt-indexed contact residues observed in PDB structures; partner type UNP",40,56,"40-40;41-41;43-43;44-44;45-45;50-50;52-52;53-53;54-54;55-55;56-56","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","2LY4","partner:P09429;PDB:2LY4","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:interface:4d62ebf3","TP53","P04637","PDBe-KB/SIFTS","P32780","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with General transcription factor IIH subunit 1","UniProt-indexed contact residues observed in PDB structures; partner type UNP",44,62,"44-44;45-45;46-46;48-48;49-49;50-50;51-51;52-52;53-53;54-54;55-55;56-56;57-57;60-60;61-61;62-62","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","2RUK","partner:P32780;PDB:2RUK","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"UniProtKB:P04637:6eb13e7c","TP53","P04637","UniProtKB","P04637","modification","ptm","phosphorylation","grin3d_annotation_hierarchy_v1:phosphorylation","Modified residue","Phosphoserine; by CDK5, DYRK2, HIPK2 and PKC/PRKCG","Phosphoserine; by CDK5, DYRK2, HIPK2 and PKC/PRKCG",46,46,"46-46","EXACT","EXACT","ECO:0000269","PubMed","11740489;11780126;16377624;17349958;17591690","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"PDBe-KB:interface:3cb7371c","TP53","P04637","PDBe-KB/SIFTS","P32776","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with General transcription and DNA repair factor IIH subunit TFB1","UniProt-indexed contact residues observed in PDB structures; partner type UNP",47,56,"47-47;50-50;51-51;53-53;54-54;56-56","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","2GS0","partner:P32776;PDB:2GS0","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"UniProtKB:P04637:11ec5066","TP53","P04637","UniProtKB","P04637","motif","motif","linear_motif","grin3d_annotation_hierarchy_v1:linear_motif","Motif","TADII","TADII",48,56,"48-56","EXACT","EXACT","","","","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:659f17ab","TP53","P04637","UniProtKB","P04637","structural_region","disorder","intrinsically_disordered_region","grin3d_annotation_hierarchy_v1:intrinsically_disordered_region","Region","Disordered","Disordered",50,96,"50-96","EXACT","EXACT","ECO:0000269","PubMed","31953488","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:4d6dabf7","TP53","P04637","UniProtKB","P04637","modification","ptm","phosphorylation","grin3d_annotation_hierarchy_v1:phosphorylation","Modified residue","Phosphothreonine; by TAF1 and GRK5","Phosphothreonine; by TAF1 and GRK5",55,55,"55-55","EXACT","EXACT","ECO:0000269","PubMed","15053879;20124405","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:4bf7d3d2","TP53","P04637","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with WWOX","Interaction with WWOX",66,110,"66-110","EXACT","EXACT","","","","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:091b5ae0","TP53","P04637","UniProtKB","P04637","functional_region","functional_region","compositional_bias","grin3d_annotation_hierarchy_v1:compositional_bias","Compositional bias","Pro residues","Pro residues",69,90,"69-90","EXACT","EXACT","ECO:0000256","SAM","MobiDB-lite","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"PDBe-KB:interface:41cb5018","TP53","P04637","PDBe-KB/SIFTS","P30876","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with DNA-directed RNA polymerase II subunit RPB2","UniProt-indexed contact residues observed in PDB structures; partner type UNP",88,231,"88-88;94-94;97-97;98-98;99-99;100-100;101-101;103-103;179-179;181-181;182-182;184-184;185-185;199-199;200-200;201-201;202-202;221-221;222-222;223-223;224-224;225-225;226-226;227-227;230-230;231-231","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","6XRE","partner:P30876;PDB:6XRE","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"InterPro:IPR012346:1:28e068c7","TP53","P04637","InterPro","IPR012346","domain","domain","homologous_superfamily","grin3d_annotation_hierarchy_v1:homologous_superfamily","homologous_superfamily","p53/RUNT-type transcription factor, DNA-binding domain superfamily","This DNA-binding domain superfamily is found in the p53 and the RUNT families of transcription factors. The DNA-binding domain acts to clamp or encircle the DNA target in order to stabilise the protein-DNA complex. This domain has an immunoglobulin-like fold consisting of a β-sandwich of 9 strands in two sheets with a Greek key topology [[cite:PUB00016331]].",95,294,"95-294","EXACT","EXACT","database_signature_match","InterPro","IPR012346","cathgene3d:G3DSA:2.60.40.720","GO:0003677;GO:0003700;GO:0005634;GO:0006355","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR012346/","","","2026-09-16T17:12:32Z"
"InterPro:IPR008967:1:4bfbd4e9","TP53","P04637","InterPro","IPR008967","domain","domain","homologous_superfamily","grin3d_annotation_hierarchy_v1:homologous_superfamily","homologous_superfamily","p53-like transcription factor, DNA-binding domain superfamily","This domain superfamily is found in a number of transcription factors, including p53, NFATC, TonEBP, STAT-1, and NFkappaB, where it is responsible for DNA-binding. These transcription factors play diverse roles in the regulation of cellular functions: the p53 tumour suppressor upregulates the expression of genes involved in cell cycle arrest and apoptosis [[cite:PUB00011797]]; NFATC regulates the production of effector proteins involved in coordinating the immune response [[cite:PUB00011799]]; TonEBP regulates gene expression induced by osmotic stress and helps regulate intracellular volume during cell growth [[cite:PUB00011802]]; STAT-1 plays an important role in B lymphocyte growth and function [[cite:PUB00011801]]; and NFkappaB is involved in the inflammatory response [[cite:PUB00011803]]. The DNA-binding domain acts to clamp, or in the case of TonEBP, encircle the DNA target in order to stabilise the protein-DNA complex [[cite:PUB00011800]]. Protein interactions may also serve to stabilise the protein-DNA complex, for example in the STAT-1 dimer the SH2 (Src homology 2) domain in each monomer is coupled to the DNA-binding domain to increase stability [[cite:PUB00011807]]. The DNA-binding domain consists of a β-sandwich formed of 9 strands in 2 sheets with a Greek-key topology. This structure is found in many transcription factors, often within the DNA-binding domain.",97,287,"97-287","EXACT","EXACT","database_signature_match","InterPro","IPR008967","ssf:SSF49417","GO:0003700;GO:0006355","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR008967/","","","2026-09-16T17:12:32Z"
"InterPro:IPR011615:1:0fa6c804","TP53","P04637","InterPro","IPR011615","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","domain","p53, DNA-binding domain","This domain is found in p53 transcription factors, where it is responsible for DNA-binding. The DNA-binding domain acts to clamp, or in the case of TonEBP, encircle the DNA target in order to stabilise the protein-DNA complex [[cite:PUB00011800]]. Protein interactions may also serve to stabilise the protein-DNA complex, for example in the STAT-1 dimer the SH2 (Src homology 2) domain in each monomer is coupled to the DNA-binding domain to increase stability [[cite:PUB00011807]]. The DNA-binding domain consists of a β-sandwich formed of 9 strands in 2 sheets with a Greek-key topology. This structure is found in many transcription factors, often within the DNA-binding domain. The p53 tumour suppressor [[cite:PUB00004096], [cite:PUB00000596], [cite:PUB00004490], [cite:PUB00001893], [cite:PUB00002729]] is a protein found in increased amounts in a wide variety of transformed cells. It is also detectable in many proliferating non-transformed cells, but it is undetectable or present at low levels in resting cells. It is frequently mutated or inactivated in many types of cancer. p53 seems to act as a tumour suppressor in some, but probably not all, tumour types. p53 has been implicated in cell cycle regulation, particularly in the monitoring of genomic DNA integrity prior to replication; for this reason it has been dubbed 'guardian of the genome'. p53 can be divided into different functional domains: an N-terminal transactivation domain ([interpro:IPR013872]), a proline-rich domain, a DNA-binding domain ([interpro:IPR008967]) which contains a conserved site ([interpro:IPR057064]), a tetramerisation domain ([interpro:IPR010991]) and a C-terminal regulatory region.",100,288,"100-288","EXACT","EXACT","database_signature_match","InterPro","IPR011615","cdd:cd08367;pfam:PF00870","GO:0000976","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR011615/","","","2026-09-16T17:12:32Z"
"PDBe-KB:interface:2853f444","TP53","P04637","PDBe-KB/SIFTS","P0AEX9","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with Maltose/maltodextrin-binding periplasmic protein","UniProt-indexed contact residues observed in PDB structures; partner type UNP",100,290,"100-100;101-101;102-102;103-103;104-104;105-105;106-106;110-110;111-111;114-114;115-115;116-116;117-117;128-128;129-129;146-146;148-148;149-149;223-223;225-225;226-226;228-228;268-268;286-286;289-289;290-290","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","4XR8;8GCR","partner:P0AEX9;PDB:4XR8;PDB:8GCR","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:interface:69e7084e","TP53","P04637","PDBe-KB/SIFTS","P03126","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with Protein E6","UniProt-indexed contact residues observed in PDB structures; partner type UNP",100,292,"100-100;101-101;102-102;103-103;104-104;105-105;106-106;110-110;111-111;113-113;114-114;115-115;116-116;117-117;119-119;128-128;129-129;131-131;144-144;145-145;224-224;225-225;226-226;227-227;228-228;229-229;267-267;268-268;269-269;283-283;286-286;289-289;290-290;291-291;292-292","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","4XR8;8GCR;8R1F;8R1G;9CHT","partner:P03126;PDB:4XR8;PDB:8GCR;PDB:8R1F;PDB:8R1G;PDB:9CHT","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"UniProtKB:P04637:5c652c3d","TP53","P04637","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Required for interaction with ZNF385A","Required for interaction with ZNF385A",100,300,"100-300","EXACT","EXACT","ECO:0000269","PubMed","17719541","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:02c5283a","TP53","P04637","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with HIPK1","Interaction with HIPK1",100,370,"100-370","EXACT","EXACT","ECO:0000250","","","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"PDBe-KB:ligand:32038b01","TP53","P04637","PDBe-KB/SIFTS","EPE","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 4-(2-HYDROXYETHYL)-1-PIPERAZINE ETHANESULFONIC ACID (EPE)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",101,276,"101-101;103-103;138-138;139-139;140-140;169-169;198-198;201-201;235-235;239-239;241-241;248-248;264-264;267-267;273-273;275-275;276-276","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","6GGB;6SI0;6SI1;8A92;8RBA;8RBB;8RBC;9G5H;9G6T;9G6U;9SUK;9SZZ","PDB-CCD:EPE","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:728ede09","TP53","P04637","PDBe-KB/SIFTS","QN8","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with (2~{R})-2-methyl-1-azabicyclo[2.2.2]octan-3-one (QN8)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",101,281,"101-101;103-103;107-107;114-114;116-116;120-120;121-121;122-122;123-123;124-124;132-132;133-133;136-136;142-142;144-144;146-146;150-150;227-227;228-228;229-229;239-239;240-240;241-241;248-248;250-250;264-264;273-273;275-275;276-276;277-277;281-281","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","6ZNC;7B46;7B47;7B49;7B4B;7B4C;7B4D;7B4E;7B4H;7B4N","PDB-CCD:QN8","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:interface:61e6d7c2","TP53","P04637","PDBe-KB/SIFTS","DNA","interaction","interaction_interface","nucleic_acid_interface","pdbe_kb_sifts_v1:nucleic_acid_interface","experimental interface","Interface with DNA","UniProt-indexed contact residues observed in PDB structures; partner type OTHER",101,288,"101-101;118-118;119-119;120-120;121-121;122-122;123-123;139-139;140-140;164-164;165-165;166-166;167-167;168-168;239-239;240-240;241-241;243-243;248-248;273-273;274-274;275-275;276-276;277-277;279-279;280-280;281-281;283-283;284-284;288-288","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","1TSR;1TUP;2AC0;2ADY;2AHI;2ATA;3D0A;3IGK;3IGL;3KMD;3KZ8;3Q05;3Q06;3TS8;4HJE;4IBU;4IBV;4IBW;4MZR;5BUA;5LGY;5MCT;5MCU;5MCV;5MCW;5MF7;5MG7;6FJ5;6ZNC;7B46;7B49;7B4A;7B4D;7B4E;7B4F;7B4G;7B4H;7B4N;7EDS;7EEU;7XZX;7XZZ;9R04;9R2M;9R2P;9R2Q","partner:DNA;PDB:1TSR;PDB:1TUP;PDB:2AC0;PDB:2ADY;PDB:2AHI;PDB:2ATA;PDB:3D0A;PDB:3IGK;PDB:3IGL;PDB:3KMD;PDB:3KZ8;PDB:3Q05;PDB:3Q06;PDB:3TS8;PDB:4HJE;PDB:4IBU;PDB:4IBV;PDB:4IBW;PDB:4MZR;PDB:5BUA;PDB:5LGY;PDB:5MCT;PDB:5MCU;PDB:5MCV;PDB:5MCW;PDB:5MF7;PDB:5MG7;PDB:6FJ5;PDB:6ZNC;PDB:7B46;PDB:7B49;PDB:7B4A;PDB:7B4D;PDB:7B4E;PDB:7B4F;PDB:7B4G;PDB:7B4H;PDB:7B4N;PDB:7EDS;PDB:7EEU;PDB:7XZX;PDB:7XZZ;PDB:9R04;PDB:9R2M;PDB:9R2P;PDB:9R2Q","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:interface:1b2187e9","TP53","P04637","PDBe-KB/SIFTS","Q12306","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with Small ubiquitin-related modifier","UniProt-indexed contact residues observed in PDB structures; partner type UNP",101,292,"101-101;102-102;103-103;104-104;105-105;106-106;114-114;115-115;116-116;117-117;128-128;129-129;144-144;268-268;286-286;289-289;290-290;292-292","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","8R1F;8R1G","partner:Q12306;PDB:8R1F;PDB:8R1G","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:interface:48f7f6f8","TP53","P04637","PDBe-KB/SIFTS","Q3ZCX4","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with Zinc finger protein 568","UniProt-indexed contact residues observed in PDB structures; partner type UNP",101,292,"101-101;102-102;104-104;108-108;109-109;110-110;128-128;129-129;130-130;131-131;164-164;283-283;286-286;289-289;290-290;291-291;292-292","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","8J8N","partner:Q3ZCX4;PDB:8J8N","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:interface:60109ac5","TP53","P04637","PDBe-KB/SIFTS","Other","interaction","interaction_interface","macromolecular_interface","pdbe_kb_sifts_v1:macromolecular_interface","experimental interface","Interface with Other","UniProt-indexed contact residues observed in PDB structures; partner type OTHER",102,282,"102-102;103-103;104-104;105-105;106-106;108-108;110-110;111-111;112-112;113-113;115-115;116-116;126-126;128-128;129-129;144-144;146-146;147-147;148-148;228-228;282-282","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","8RCI;9FZB;9SPM;9SPN;9SPO;9SPP;9SPQ;9SPR;9SPS","partner:Other;PDB:8RCI;PDB:9FZB;PDB:9SPM;PDB:9SPN;PDB:9SPO;PDB:9SPP;PDB:9SPQ;PDB:9SPR;PDB:9SPS","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"UniProtKB:P04637:3e8a8936","TP53","P04637","UniProtKB","P04637","domain","domain","dna_binding_domain","grin3d_annotation_hierarchy_v1:dna_binding_domain","DNA binding","DNA binding","",102,292,"102-292","EXACT","EXACT","ECO:0000269","PubMed","16793544;18996393;20364130","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"PDBe-KB:interface:37a97452","TP53","P04637","PDBe-KB/SIFTS","IG-heavy chain","interaction","interaction_interface","nucleic_acid_interface","pdbe_kb_sifts_v1:nucleic_acid_interface","experimental interface","Interface with Nb139 Nanobody against the DNA-binding domain of p53","UniProt-indexed contact residues observed in PDB structures; partner type AB",103,267,"103-103;208-208;258-258;260-260;261-261;262-262;263-263;264-264;267-267","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","4QO1","partner:IG-heavy chain;PDB:4QO1","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:68110583","TP53","P04637","PDBe-KB/SIFTS","QNN","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with (2~{S})-2-methyl-1-azabicyclo[2.2.2]octan-3-one (QNN)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",107,285,"107-107;110-110;111-111;114-114;116-116;120-120;121-121;123-123;124-124;132-132;142-142;144-144;146-146;182-182;227-227;228-228;229-229;239-239;240-240;241-241;248-248;250-250;273-273;274-274;275-275;276-276;277-277;285-285","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","6ZNC;7B46;7B47;7B48;7B49;7B4B;7B4C;7B4D;7B4E;7B4H;7B4N","PDB-CCD:QNN","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:interface:50fcfd64","TP53","P04637","PDBe-KB/SIFTS","Q05086","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with Ubiquitin-protein ligase E3A","UniProt-indexed contact residues observed in PDB structures; partner type UNP",108,228,"108-108;110-110;146-146;147-147;148-148;149-149;223-223;225-225;226-226;228-228","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","4XR8;8GCR;8R1F;8R1G;9CHT","partner:Q05086;PDB:4XR8;PDB:8GCR;PDB:8R1F;PDB:8R1G;PDB:9CHT","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:10da11d3","TP53","P04637","PDBe-KB/SIFTS","UFV","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 3-BROMO-5-(TRIFLUOROMETHYL)BENZENE-1,2-DIAMINE (UFV)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",109,232,"109-109;145-145;147-147;157-157;218-218;220-220;221-221;230-230;232-232","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5AOL","PDB-CCD:UFV","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:62a286ba","TP53","P04637","PDBe-KB/SIFTS","KV0","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 4-(3-fluoranylpyrrol-1-yl)-3,5-bis(iodanyl)-2-oxidanyl-benzoic acid (KV0)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",109,257,"109-109;145-145;147-147;150-150;151-151;157-157;220-220;221-221;222-222;223-223;229-229;230-230;257-257","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","8A31","PDB-CCD:KV0","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:09423800","TP53","P04637","PDBe-KB/SIFTS","KVA","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 4-[3,4-bis(fluoranyl)pyrrol-1-yl]-3,5-bis(iodanyl)-2-oxidanyl-benzoic acid (KVA)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",109,257,"109-109;145-145;147-147;150-150;151-151;157-157;220-220;221-221;222-222;223-223;229-229;230-230;257-257","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","8A32","PDB-CCD:KVA","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:5a9e0297","TP53","P04637","PDBe-KB/SIFTS","YLW","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 2,5-bis(fluoranyl)pyridine-3-carbonitrile (YLW)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",110,277,"110-110;113-113;114-114;116-116;121-121;124-124;126-126;142-142;144-144;145-145;146-146;147-147;150-150;151-151;178-178;182-182;220-220;221-221;222-222;223-223;229-229;230-230;277-277","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","8RBA;8RBB","PDB-CCD:YLW","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:1fda05c1","TP53","P04637","PDBe-KB/SIFTS","K","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with POTASSIUM ION (K)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",111,111,"111-111","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","7YGI","PDB-CCD:K","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"UniProtKB:P04637:301becb5","TP53","P04637","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Required for interaction with FBXO42","Required for interaction with FBXO42",113,236,"113-236","EXACT","EXACT","ECO:0000269","PubMed","19509332","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"PDBe-KB:interface:0d117166","TP53","P04637","PDBe-KB/SIFTS","Q8WUF5","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with RelA-associated inhibitor","UniProt-indexed contact residues observed in PDB structures; partner type UNP",114,290,"114-114;115-115;117-117;119-119;120-120;122-122;128-128;129-129;282-282;283-283;286-286;290-290","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","6RZ3","partner:Q8WUF5;PDB:6RZ3","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:2c2ce18d","TP53","P04637","PDBe-KB/SIFTS","TLA","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with L(+)-TARTARIC ACID (TLA)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",115,282,"115-115;116-116;117-117;282-282","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","8QWM;8QWP","PDB-CCD:TLA","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:1df76fef","TP53","P04637","PDBe-KB/SIFTS","PGE","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with TRIETHYLENE GLYCOL (PGE)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",115,282,"115-115;116-116;117-117;282-282","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","9G6U;9SZZ","PDB-CCD:PGE","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:5f1d1b0f","TP53","P04637","PDBe-KB/SIFTS","PO4","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with PHOSPHATE ION (PO4)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",115,282,"115-115;116-116;117-117;282-282","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","7YGI;8WD2","PDB-CCD:PO4","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:36ba6a0c","TP53","P04637","PDBe-KB/SIFTS","CL","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with CHLORIDE ION (CL)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",115,282,"115-115;117-117;194-194;195-195;248-248;257-257;273-273;282-282","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","8QWN;9BR4;9EIQ;9EJD;9EK4;9YZH","PDB-CCD:CL","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"UniProtKB:P04637:56f74287","TP53","P04637","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with AXIN1","Interaction with AXIN1",116,292,"116-292","EXACT","EXACT","ECO:0000250","","","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:450c8925","TP53","P04637","UniProtKB","P04637","site","binding_site","nucleic_acid_binding_site","grin3d_annotation_hierarchy_v1:nucleic_acid_binding_site","Site","Interaction with DNA","Interaction with DNA",120,120,"120-120","EXACT","EXACT","ECO:0000269","PubMed","16793544;18996393;20364130","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
